trajet_id,date,train_id,gare_depart_id,gare_arrivee_id,heure_depart_prevue,heure_depart_reelle,retard_minutes,statut,nb_passagers,prix_moyen_eur
J005241,2026-01-14,T010,G11,G08,18:48,18:50,2,Retarde,311,72.27
J005242,2025-09-30,T011,G02,G08,10:06,10:06,0,A l'heure,352,100.62
J005243,2025-10-12,T008,G09,G07,10:54,10:59,5,Retarde,427,82.84
J005244,2026-05-07,T030,G02,G12,09:06,09:06,0,A l'heure,131,17.05
J005245,2026-08-25,T012,G10,G12,10:15,10:15,0,A l'heure,276,96.27
J005246,2025-12-03,T034,G11,G02,22:18,22:18,0,A l'heure,140,23.24
J005247,2026-04-19,T034,G02,G08,10:24,10:24,0,A l'heure,176,26.37
J005248,2025-09-16,T023,G07,G02,06:30,06:30,0,A l'heure,175,35.87
J005249,2026-08-21,T006,G06,G09,21:00,21:00,0,A l'heure,298,66.97
J005250,2026-01-05,T032,G10,G09,18:06,18:13,7,Retarde,108,26.57
J005251,2026-08-12,T028,G10,G14,19:42,20:01,19,Retarde,184,60.27
J005252,2026-03-07,T022,G08,G04,21:45,21:55,10,Retarde,634,34.81
J005253,2025-12-28,T039,G01,G12,17:30,17:30,0,A l'heure,202,27.83
J005254,2025-10-17,T031,G12,G15,05:45,05:45,0,A l'heure,134,28.48
J005255,2026-05-06,T002,G05,G15,22:00,22:00,0,A l'heure,248,52.68
J005256,2025-11-05,T031,G14,G12,18:45,18:45,0,A l'heure,94,14.91
J005257,2026-06-22,T005,G12,G11,06:12,06:24,12,Retarde,286,78.61
J005258,2026-07-23,T028,G13,G09,18:18,18:18,0,A l'heure,182,54.13
J005259,2026-01-16,T021,G04,G01,08:36,08:42,6,Retarde,348,28.82
J005260,2025-09-14,T001,G11,G06,20:15,20:15,0,A l'heure,383,88.63
J005261,2026-07-19,T015,G13,G04,10:21,10:21,0,A l'heure,478,33.04
J005262,2026-01-08,T026,G10,G07,19:24,19:31,7,Retarde,165,30.48
J005263,2026-08-21,T013,G09,G13,20:30,20:30,0,A l'heure,262,52.34
J005264,2026-01-01,T027,G02,G01,18:48,20:17,89,Fortement retarde,178,54.55
J005265,2026-01-26,T033,G03,G12,15:12,15:12,0,A l'heure,157,20.51
J005266,2026-05-29,T012,G04,G11,14:12,14:43,31,Retarde,340,74.67
J005267,2026-07-29,T018,G04,G14,06:45,06:45,0,A l'heure,495,44.34
J005268,2026-07-31,T006,G08,G01,09:45,10:15,30,Retarde,254,76.91
J005269,2026-02-10,T012,G07,G06,13:36,13:40,4,Retarde,261,86.58
J005270,2026-08-17,T002,G05,G07,05:36,05:36,0,A l'heure,248,100.22
J005271,2026-08-27,T009,G08,G01,10:36,10:37,1,Retarde,229,77.69
J005272,2026-02-01,T003,G02,G10,12:24,12:24,0,A l'heure,441,113.72
J005273,2026-05-19,T032,G13,G03,19:42,19:44,2,Retarde,90,26.91
J005274,2026-07-07,T024,G01,G08,18:36,18:36,0,A l'heure,201,56.21
J005275,2026-01-06,T004,G13,G06,20:00,20:40,40,Retarde,237,83.23
J005276,2026-04-05,T030,G07,G03,12:42,12:42,0,A l'heure,201,31.44
J005277,2026-06-26,T036,G09,G10,13:18,13:18,0,A l'heure,146,28.77
J005278,2026-01-28,T033,G14,G02,10:45,10:47,2,Retarde,130,15.51
J005279,2026-05-30,T009,G12,G13,13:15,13:23,8,Retarde,354,63.08
J005280,2025-11-21,T013,G06,G08,15:15,15:15,0,A l'heure,267,81.41
J005281,2026-02-24,T002,G09,G11,08:36,08:37,1,Retarde,361,56.04
J005282,2026-06-08,T035,G11,G06,05:54,05:54,0,A l'heure,60,20.22
J005283,2026-05-11,T022,G14,G11,21:30,21:30,0,A l'heure,400,34.29
J005284,2026-04-17,T036,G07,G08,10:24,10:37,13,Retarde,157,18.77
J005285,2026-06-01,T004,G04,G06,06:24,06:26,2,Retarde,109,54.36
J005286,2026-02-09,T009,G12,G04,19:48,19:48,0,A l'heure,339,54.6
J005287,2026-02-28,T032,G11,G12,05:06,05:06,0,A l'heure,99,18.37
J005288,2026-06-17,T027,G01,G08,13:48,13:48,0,A l'heure,156,48.87
J005289,2026-05-23,T010,G02,G05,11:18,11:29,11,Retarde,344,113.36
J005290,2025-11-27,T025,G11,G13,15:45,15:47,2,Retarde,263,48.71
J005291,2025-12-24,T010,G15,G13,05:18,05:21,3,Retarde,294,94.43
J005292,2025-12-09,T035,G10,G05,19:15,19:15,0,A l'heure,124,26.17
J005293,2026-07-01,T011,G13,G02,20:48,21:10,22,Retarde,263,68.04
J005294,2025-12-19,T040,G08,G04,06:36,06:36,0,A l'heure,189,25.2
J005295,2026-04-26,T014,G11,G05,05:21,05:21,0,A l'heure,397,118.43
J005296,2025-09-27,T021,G05,G10,12:45,12:45,0,A l'heure,409,27.35
J005297,2025-11-17,T020,G15,G11,20:42,20:42,0,A l'heure,195,40.17
J005298,2026-02-26,T028,G11,G06,17:15,17:19,4,Retarde,235,52.95
J005299,2026-04-28,T010,G15,G02,13:12,13:12,0,A l'heure,237,83.95
J005300,2025-09-16,T038,G04,G05,08:48,09:06,18,Retarde,157,19.39
J005301,2026-05-31,T033,G13,G11,11:42,11:42,0,A l'heure,125,28.24
J005302,2025-10-28,T011,G06,G05,06:48,06:50,2,Retarde,255,56.79
J005303,2026-05-06,T011,G07,G14,19:24,19:24,0,A l'heure,223,72.14
J005304,2026-02-16,T027,G07,G15,20:30,20:30,0,A l'heure,222,49.51
J005305,2026-06-19,T038,G05,G04,14:48,14:48,0,A l'heure,168,24.31
J005306,2026-05-18,T030,G15,G12,08:00,08:00,0,A l'heure,126,15.0
J005307,2026-04-07,T030,G04,G10,10:48,10:48,0,A l'heure,99,28.02
J005308,2026-04-29,T013,G09,G12,18:00,18:22,22,Retarde,305,79.26
J005309,2026-07-28,T039,G05,G12,08:21,08:21,0,A l'heure,71,22.84
J005310,2026-08-04,T025,G15,G03,05:18,05:18,0,A l'heure,238,46.95
J005311,2025-09-11,T003,G10,G08,20:48,20:48,0,A l'heure,480,103.63
J005312,2025-11-06,T019,G01,G05,08:54,08:54,0,A l'heure,435,29.92
J005313,2026-08-01,T039,G02,G15,22:15,22:15,0,A l'heure,151,29.7
J005314,2026-05-17,T018,G12,G14,19:18,19:18,0,A l'heure,634,36.67
J005315,2025-11-26,T037,G07,G01,17:54,18:03,9,Retarde,95,21.37
J005316,2025-12-01,T031,G09,G10,07:42,07:42,0,A l'heure,145,23.52
J005317,2026-04-12,T018,G01,G02,12:06,12:06,0,A l'heure,598,42.98
J005318,2026-06-06,T015,G11,G02,05:36,05:36,0,A l'heure,423,30.78
J005319,2026-05-07,T036,G09,G06,16:54,17:00,6,Retarde,113,26.33
J005320,2026-03-31,T009,G06,G07,08:42,08:42,0,A l'heure,464,59.28
J005321,2026-03-09,T022,G05,G03,06:00,06:00,0,A l'heure,242,37.65
J005322,2026-06-27,T009,G06,G12,14:21,14:21,0,A l'heure,334,83.92
J005323,2026-04-29,T008,G07,G06,14:48,14:48,0,A l'heure,304,70.32
J005324,2026-01-15,T012,G08,G05,05:54,05:54,0,A l'heure,300,72.87
J005325,2026-05-31,T039,G13,G01,07:00,07:00,0,A l'heure,160,26.63
J005326,2026-07-08,T033,G06,G11,20:12,20:12,0,A l'heure,143,20.95
J005327,2025-12-27,T007,G03,G11,22:48,23:01,13,Retarde,397,67.76
J005328,2026-07-25,T010,G01,G10,13:42,13:42,0,A l'heure,275,95.26
J005329,2026-07-03,T030,G08,G09,09:06,09:06,0,A l'heure,149,25.96
J005330,2025-12-10,T031,G14,G08,21:24,21:24,0,A l'heure,110,24.16
J005331,2025-10-16,T001,G13,G05,10:18,10:18,0,A l'heure,107,90.35
J005332,2026-06-18,T025,G07,G09,13:15,13:19,4,Retarde,216,49.57
J005333,2026-04-22,T005,G07,G05,12:18,12:18,0,A l'heure,220,84.5
J005334,2026-05-21,T037,G13,G02,20:54,20:54,0,A l'heure,136,22.97
J005335,2025-10-14,T039,G03,G07,20:36,20:36,0,A l'heure,106,19.24
J005336,2026-07-12,T009,G02,G14,06:21,06:21,0,A l'heure,283,107.08
J005337,2026-02-25,T031,G14,G05,14:45,14:46,1,Retarde,104,17.94
J005338,2026-07-10,T022,G13,G02,06:21,06:21,0,A l'heure,351,36.8
J005339,2026-02-05,T027,G08,G09,22:36,22:51,15,Retarde,236,31.1
J005340,2025-10-09,T016,G04,G12,10:36,10:36,0,A l'heure,406,42.94
J005341,2026-08-20,T019,G10,G03,19:42,19:42,0,A l'heure,345,24.63
J005342,2026-03-22,T005,G14,G13,09:24,09:24,0,A l'heure,319,115.34
J005343,2026-04-30,T037,G15,G08,08:00,08:03,3,Retarde,135,24.62
J005344,2026-07-27,T008,G03,G11,11:06,11:06,0,A l'heure,405,82.31
J005345,2026-02-08,T012,G04,G06,10:18,10:18,0,A l'heure,268,61.37
J005346,2026-05-23,T021,G10,G11,16:12,16:12,0,A l'heure,266,42.98
J005347,2025-09-15,T013,G11,G05,07:00,07:00,0,A l'heure,469,52.43
J005348,2026-08-04,T018,G07,G02,14:06,14:06,0,A l'heure,264,35.08
J005349,2026-06-24,T040,G01,G11,17:30,17:30,0,A l'heure,101,27.09
J005350,2026-02-09,T004,G09,G13,16:45,16:45,0,A l'heure,351,52.54
J005351,2026-03-03,T033,G08,G05,05:30,05:30,0,A l'heure,53,21.61
J005352,2026-07-17,T016,G06,G15,16:00,16:12,12,Retarde,250,42.11
J005353,2025-09-09,T023,G12,G06,08:30,08:30,0,A l'heure,275,60.58
J005354,2026-05-28,T025,G09,G01,09:30,09:30,0,A l'heure,242,36.53
J005355,2025-12-26,T034,G02,G07,10:36,10:36,0,A l'heure,74,26.57
J005356,2025-10-15,T017,G10,G11,12:30,12:30,0,A l'heure,431,26.33
J005357,2026-02-18,T012,G08,G14,11:48,11:48,0,A l'heure,264,80.05
J005358,2025-10-20,T014,G06,G11,19:24,19:29,5,Retarde,407,101.92
J005359,2026-03-11,T002,G09,G02,11:24,11:24,0,A l'heure,425,85.33
J005360,2025-09-29,T021,G01,G12,16:42,17:01,19,Retarde,401,31.42
J005361,2025-09-09,T031,G03,G14,19:54,19:54,0,A l'heure,131,16.44
J005362,2025-10-25,T009,G06,G01,22:42,,0,Annule,336,84.18
J005363,2025-09-09,T039,G08,G14,21:00,21:00,0,A l'heure,89,19.0
J005364,2025-10-12,T030,G01,G06,14:54,14:56,2,Retarde,157,19.14
J005365,2026-06-30,T033,G08,G01,10:06,10:07,1,Retarde,90,26.05
J005366,2025-11-13,T004,G05,G08,18:42,18:42,0,A l'heure,229,95.64
J005367,2026-02-24,T017,G06,G07,19:36,20:00,24,Retarde,210,42.75
J005368,2026-01-13,T030,G07,G02,16:12,16:18,6,Retarde,145,18.52
J005369,2025-09-22,T022,G12,G02,15:06,15:15,9,Retarde,239,43.91
J005370,2025-09-23,T032,G03,G10,16:12,16:12,0,A l'heure,85,18.83
J005371,2026-06-17,T032,G06,G02,14:54,14:54,0,A l'heure,81,25.34
J005372,2025-10-04,T012,G02,G03,16:06,16:06,0,A l'heure,441,62.07
J005373,2026-02-21,T010,G13,G07,19:45,19:48,3,Retarde,377,98.72
J005374,2026-01-01,T005,G12,G01,06:42,06:57,15,Retarde,375,103.12
J005375,2026-01-18,T039,G09,G12,16:21,16:21,0,A l'heure,129,23.89
J005376,2026-01-20,T034,G05,G03,16:21,16:23,2,Retarde,148,23.46
J005377,2025-11-14,T006,G12,G02,18:48,18:48,0,A l'heure,260,99.71
J005378,2025-11-06,T006,G13,G05,15:21,15:22,1,Retarde,392,80.24
J005379,2026-01-03,T025,G01,G04,21:21,21:21,0,A l'heure,251,44.3
J005380,2026-08-21,T008,G03,G12,09:00,09:00,0,A l'heure,287,65.87
J005381,2026-05-29,T031,G06,G12,19:30,19:30,0,A l'heure,95,20.61
J005382,2026-04-04,T027,G03,G11,17:12,17:12,0,A l'heure,284,38.07
J005383,2026-06-10,T026,G02,G10,12:15,12:15,0,A l'heure,254,54.47
J005384,2026-01-29,T012,G13,G08,05:54,05:54,0,A l'heure,283,59.2
J005385,2026-04-18,T006,G04,G10,20:42,20:42,0,A l'heure,341,110.82
J005386,2026-01-12,T005,G12,G10,13:24,13:24,0,A l'heure,330,64.39
J005387,2025-12-12,T017,G09,G04,16:12,16:16,4,Retarde,155,40.55
J005388,2025-11-01,T002,G12,G05,11:15,11:44,29,Retarde,510,66.55
J005389,2026-03-09,T027,G02,G05,17:30,17:31,1,Retarde,107,33.62
J005390,2025-11-26,T005,G06,G04,19:06,19:08,2,Retarde,168,59.23
J005391,2026-02-12,T028,G02,G06,12:15,12:16,1,Retarde,201,31.24
J005392,2025-10-27,T012,G03,G06,16:00,16:00,0,A l'heure,273,67.83
J005393,2026-08-19,T012,G13,G07,11:54,12:02,8,Retarde,306,72.52
J005394,2026-04-14,T020,G08,G07,07:36,07:36,0,A l'heure,406,36.26
J005395,2025-10-19,T003,G03,G09,13:30,13:30,0,A l'heure,344,62.67
J005396,2026-02-17,T037,G07,G01,16:54,16:54,0,A l'heure,137,17.16
J005397,2026-01-21,T016,G01,G13,21:18,21:18,0,A l'heure,192,36.03
J005398,2026-08-12,T040,G11,G05,06:18,06:18,0,A l'heure,148,28.17
J005399,2025-12-04,T035,G08,G10,08:42,08:49,7,Retarde,121,20.6
J005400,2026-07-09,T006,G13,G14,16:45,16:45,0,A l'heure,299,73.29
J005401,2026-02-16,T030,G02,G13,10:24,10:24,0,A l'heure,123,14.95
J005402,2026-07-24,T025,G02,G15,08:30,08:30,0,A l'heure,280,48.66
J005403,2025-09-07,T036,G06,G13,13:45,13:45,0,A l'heure,128,33.05
J005404,2026-07-03,T007,G15,G03,13:00,13:00,0,A l'heure,236,72.19
J005405,2025-10-20,T004,G15,G01,08:42,08:42,0,A l'heure,311,52.18
J005406,2025-09-22,T012,G08,G02,11:48,12:03,15,Retarde,280,60.98
J005407,2026-02-01,T001,G04,G15,14:48,14:57,9,Retarde,428,107.3
J005408,2025-10-06,T035,G07,G08,14:42,14:42,0,A l'heure,137,24.83
J005409,2026-08-30,T035,G05,G02,09:21,09:21,0,A l'heure,121,22.24
J005410,2026-04-02,T021,G09,G12,08:30,08:30,0,A l'heure,126,23.24
J005411,2026-03-12,T003,G02,G04,14:18,14:18,0,A l'heure,331,81.23
J005412,2026-03-15,T017,G15,G02,10:15,10:15,0,A l'heure,319,49.99
J005413,2026-02-25,T011,G04,G07,07:21,07:21,0,A l'heure,332,100.82
J005414,2026-05-30,T020,G02,G13,08:48,08:48,0,A l'heure,384,41.2
J005415,2026-07-21,T037,G10,G08,21:24,21:24,0,A l'heure,157,15.8
J005416,2026-01-24,T011,G03,G14,13:48,14:07,19,Retarde,261,74.41
J005417,2025-09-18,T038,G12,G09,15:00,15:00,0,A l'heure,112,25.02
J005418,2026-07-01,T025,G14,G15,05:06,05:06,0,A l'heure,218,54.79
J005419,2026-07-22,T025,G05,G12,16:06,16:21,15,Retarde,220,45.72
J005420,2026-05-10,T007,G03,G07,10:48,10:48,0,A l'heure,498,85.96
J005421,2025-10-15,T022,G10,G09,12:54,12:55,1,Retarde,464,44.51
J005422,2026-06-18,T021,G04,G02,06:21,06:21,0,A l'heure,435,31.73
J005423,2025-12-25,T026,G07,G08,06:00,06:00,0,A l'heure,231,48.16
J005424,2025-12-07,T029,G04,G02,17:06,17:06,0,A l'heure,154,21.66
J005425,2026-07-20,T015,G07,G04,09:12,09:12,0,A l'heure,329,41.53
J005426,2025-11-23,T016,G01,G14,07:21,07:21,0,A l'heure,506,43.69
J005427,2026-04-27,T019,G07,G10,13:18,13:18,0,A l'heure,278,29.27
J005428,2026-07-12,T040,G01,G11,06:54,06:54,0,A l'heure,193,29.38
J005429,2025-11-07,T038,G08,G05,20:45,20:45,0,A l'heure,127,22.43
J005430,2026-05-25,T025,G02,G15,09:42,09:42,0,A l'heure,220,45.07
J005431,2025-11-08,T013,G15,G13,16:18,16:18,0,A l'heure,335,86.94
J005432,2026-05-14,T005,G15,G09,19:45,19:52,7,Retarde,424,102.39
J005433,2026-02-12,T025,G14,G03,10:36,10:36,0,A l'heure,214,51.23
J005434,2025-12-24,T026,G07,G13,05:45,05:47,2,Retarde,152,33.95
J005435,2025-10-11,T040,G01,G12,16:18,16:18,0,A l'heure,220,27.46
J005436,2025-11-05,T032,G07,G08,06:21,06:21,0,A l'heure,136,26.07
J005437,2025-10-24,T024,G03,G07,17:12,17:43,31,Retarde,145,53.11
J005438,2026-01-28,T023,G05,G01,20:36,20:36,0,A l'heure,178,34.1
J005439,2025-09-07,T003,G07,G11,18:54,18:54,0,A l'heure,448,97.4
J005440,2026-02-25,T005,G13,G03,22:54,22:54,0,A l'heure,311,94.31
J005441,2026-04-05,T016,G03,G05,19:42,19:48,6,Retarde,416,28.9
J005442,2025-09-07,T024,G15,G08,18:24,18:50,26,Retarde,256,66.85
J005443,2026-08-05,T024,G03,G09,19:15,19:15,0,A l'heure,252,52.77
J005444,2026-01-22,T015,G06,G15,07:48,07:48,0,A l'heure,455,27.65
J005445,2026-03-06,T037,G07,G11,18:24,18:31,7,Retarde,118,16.3
J005446,2026-08-12,T005,G05,G11,19:12,19:12,0,A l'heure,341,82.3
J005447,2026-03-26,T036,G02,G03,20:18,20:18,0,A l'heure,98,17.14
J005448,2026-01-11,T037,G14,G09,09:30,09:30,0,A l'heure,158,20.74
J005449,2025-12-31,T029,G07,G10,09:24,09:26,2,Retarde,114,22.47
J005450,2026-06-16,T005,G01,G02,16:24,16:24,0,A l'heure,378,102.09
J005451,2025-11-02,T017,G05,G15,16:54,17:21,27,Retarde,293,44.41
J005452,2025-12-10,T033,G13,G07,21:15,21:15,0,A l'heure,117,15.43
J005453,2026-04-25,T021,G10,G11,07:30,07:30,0,A l'heure,493,45.36
J005454,2026-04-02,T031,G10,G13,18:00,18:00,0,A l'heure,160,28.1
J005455,2026-01-02,T025,G08,G12,17:00,17:00,0,A l'heure,151,52.84
J005456,2026-03-16,T038,G03,G11,17:18,17:18,0,A l'heure,101,24.95
J005457,2026-04-16,T003,G13,G02,11:45,11:45,0,A l'heure,177,58.94
J005458,2026-07-15,T002,G10,G04,20:54,21:04,10,Retarde,402,92.76
J005459,2026-01-12,T033,G10,G08,13:12,13:13,1,Retarde,163,17.63
J005460,2026-04-18,T029,G15,G14,15:30,15:33,3,Retarde,185,31.8
J005461,2025-11-05,T021,G04,G14,21:18,21:19,1,Retarde,419,26.85
J005462,2025-11-04,T032,G04,G05,18:42,18:42,0,A l'heure,136,23.15
J005463,2026-08-07,T026,G03,G02,22:54,22:54,0,A l'heure,163,31.31
J005464,2025-11-27,T014,G02,G07,09:42,09:42,0,A l'heure,452,61.15
J005465,2026-05-30,T016,G07,G14,22:21,22:23,2,Retarde,294,27.7
J005466,2025-12-26,T022,G08,G15,19:15,19:15,0,A l'heure,301,39.84
J005467,2026-07-23,T006,G03,G09,06:12,06:12,0,A l'heure,274,102.96
J005468,2025-09-24,T037,G14,G06,15:30,15:30,0,A l'heure,121,24.11
J005469,2026-01-04,T022,G08,G01,19:45,19:46,1,Retarde,564,42.9
J005470,2026-04-14,T038,G02,G05,09:12,09:12,0,A l'heure,143,18.05
J005471,2026-02-27,T030,G03,G08,07:00,07:00,0,A l'heure,124,22.79
J005472,2025-09-11,T013,G01,G11,16:18,16:18,0,A l'heure,353,94.99
J005473,2026-01-17,T010,G09,G04,12:48,13:04,16,Retarde,383,70.43
J005474,2026-05-24,T040,G06,G05,10:42,10:53,11,Retarde,191,28.77
J005475,2026-05-28,T002,G08,G14,22:36,22:36,0,A l'heure,330,54.87
J005476,2026-01-28,T039,G14,G02,08:30,08:30,0,A l'heure,132,27.26
J005477,2025-09-26,T013,G08,G10,06:30,06:42,12,Retarde,193,91.35
J005478,2025-09-27,T030,G12,G05,10:54,10:54,0,A l'heure,143,16.76
J005479,2026-07-20,T016,G08,G02,22:15,22:35,20,Retarde,253,36.77
J005480,2026-03-18,T003,G11,G13,07:15,07:15,0,A l'heure,280,56.93
J005481,2026-05-16,T034,G07,G13,10:45,10:45,0,A l'heure,148,18.8
J005482,2026-05-23,T005,G15,G11,09:21,09:21,0,A l'heure,344,85.86
J005483,2025-10-26,T016,G03,G12,14:45,14:45,0,A l'heure,451,26.3
J005484,2026-06-04,T004,G01,G06,18:18,18:18,0,A l'heure,302,99.52
J005485,2026-08-30,T019,G15,G01,09:30,09:30,0,A l'heure,507,49.21
J005486,2025-09-26,T034,G10,G04,17:42,17:42,0,A l'heure,175,17.65
J005487,2026-04-24,T034,G05,G13,14:21,14:21,0,A l'heure,119,27.62
J005488,2026-02-21,T022,G12,G08,16:00,16:00,0,A l'heure,326,30.73
J005489,2025-11-22,T003,G09,G02,14:36,14:36,0,A l'heure,310,60.37
J005490,2026-06-10,T014,G08,G11,14:18,14:18,0,A l'heure,308,82.67
J005491,2026-06-21,T014,G11,G08,09:00,09:00,0,A l'heure,360,71.7
J005492,2026-08-19,T010,G04,G12,06:12,06:12,0,A l'heure,381,97.8
J005493,2026-05-14,T018,G02,G14,18:48,18:59,11,Retarde,402,27.89
J005494,2025-09-08,T008,G08,G15,21:24,21:24,0,A l'heure,241,55.81
J005495,2026-08-08,T032,G11,G15,06:15,06:15,0,A l'heure,99,18.26
J005496,2025-11-26,T010,G07,G03,06:21,06:21,0,A l'heure,240,59.92
J005497,2025-10-19,T015,G04,G07,13:21,13:21,0,A l'heure,393,32.22
J005498,2025-11-01,T020,G14,G07,22:24,22:32,8,Retarde,415,34.41
J005499,2025-11-19,T005,G07,G02,16:36,16:40,4,Retarde,254,68.49
J005500,2026-02-13,T019,G03,G06,06:36,06:36,0,A l'heure,345,29.11
J005501,2026-07-15,T030,G05,G14,06:00,06:00,0,A l'heure,105,24.13
J005502,2025-09-16,T019,G10,G01,13:24,13:24,0,A l'heure,495,42.56
J005503,2025-12-02,T027,G12,G08,15:12,16:26,74,Fortement retarde,227,47.41
J005504,2025-11-17,T035,G05,G09,22:15,22:15,0,A l'heure,128,18.13
J005505,2026-01-03,T038,G05,G07,15:18,15:22,4,Retarde,131,27.98
J005506,2026-06-27,T025,G06,G15,18:18,18:18,0,A l'heure,248,39.73
J005507,2025-12-07,T001,G01,G13,12:12,12:12,0,A l'heure,409,99.47
J005508,2026-06-21,T013,G06,G15,09:21,09:21,0,A l'heure,413,115.69
J005509,2025-12-24,T019,G14,G12,05:24,05:55,31,Retarde,395,25.11
J005510,2025-12-06,T026,G08,G11,08:30,08:32,2,Retarde,172,53.49
J005511,2026-08-02,T032,G09,G13,20:21,20:21,0,A l'heure,135,19.33
J005512,2025-09-28,T033,G14,G08,15:06,15:06,0,A l'heure,124,21.86
J005513,2026-07-29,T034,G06,G04,08:12,08:12,0,A l'heure,127,25.41
J005514,2026-03-19,T024,G14,G01,10:36,10:36,0,A l'heure,270,35.63
J005515,2026-02-14,T013,G02,G14,12:54,12:54,0,A l'heure,433,88.05
J005516,2025-09-30,T032,G10,G12,22:12,22:12,0,A l'heure,105,14.85
J005517,2026-05-15,T011,G12,G14,21:36,21:36,0,A l'heure,367,94.62
J005518,2025-09-07,T012,G12,G06,13:30,13:30,0,A l'heure,447,104.55
J005519,2026-02-01,T032,G03,G08,07:00,07:00,0,A l'heure,178,18.36
J005520,2026-03-24,T026,G14,G08,19:12,19:12,0,A l'heure,113,47.91
J005521,2026-01-27,T014,G03,G01,08:45,08:45,0,A l'heure,240,102.11
J005522,2026-01-30,T035,G07,G09,07:24,07:24,0,A l'heure,147,14.99
J005523,2026-05-14,T014,G04,G12,17:45,18:05,20,Retarde,304,80.66
J005524,2025-11-20,T034,G02,G12,06:06,06:06,0,A l'heure,120,16.12
J005525,2026-04-21,T016,G12,G15,07:00,07:00,0,A l'heure,343,35.06
J005526,2025-09-02,T034,G08,G15,05:24,05:34,10,Retarde,89,17.86
J005527,2025-11-13,T034,G12,G09,17:21,17:21,0,A l'heure,162,23.69
J005528,2026-01-10,T037,G11,G10,22:30,22:42,12,Retarde,104,18.91
J005529,2025-11-16,T001,G01,G04,13:45,13:45,0,A l'heure,396,113.1
J005530,2026-02-26,T021,G14,G08,20:45,20:48,3,Retarde,562,25.94
J005531,2026-02-23,T012,G12,G09,11:48,11:48,0,A l'heure,237,53.76
J005532,2025-10-11,T009,G05,G03,08:24,08:24,0,A l'heure,339,96.67
J005533,2026-07-04,T015,G12,G07,07:21,07:21,0,A l'heure,570,43.16
J005534,2026-05-29,T033,G03,G14,08:00,08:00,0,A l'heure,116,14.89
J005535,2025-09-15,T039,G13,G12,11:42,11:42,0,A l'heure,79,23.51
J005536,2025-11-11,T011,G10,G09,06:30,06:33,3,Retarde,510,90.72
J005537,2026-01-16,T036,G03,G06,13:12,13:12,0,A l'heure,118,22.57
J005538,2026-08-16,T020,G13,G12,08:18,08:19,1,Retarde,547,35.62
J005539,2025-11-26,T023,G03,G02,07:48,07:53,5,Retarde,147,41.38
J005540,2026-07-07,T024,G08,G07,05:24,05:25,1,Retarde,215,34.53
J005541,2026-08-18,T021,G06,G08,09:12,09:12,0,A l'heure,331,23.77
J005542,2025-10-29,T017,G03,G12,19:00,19:16,16,Retarde,372,41.92
J005543,2026-01-14,T024,G12,G14,15:42,15:42,0,A l'heure,299,51.71
J005544,2025-09-04,T039,G14,G04,12:15,12:15,0,A l'heure,193,28.55
J005545,2026-07-17,T028,G02,G08,16:15,16:15,0,A l'heure,224,48.64
J005546,2026-05-09,T007,G06,G03,15:18,15:18,0,A l'heure,506,108.37
J005547,2025-09-15,T031,G04,G07,21:18,21:18,0,A l'heure,148,24.81
J005548,2026-01-30,T037,G06,G14,17:48,17:48,0,A l'heure,158,27.02
J005549,2025-11-19,T028,G06,G08,09:15,09:15,0,A l'heure,215,38.36
J005550,2026-02-05,T028,G01,G07,22:30,22:30,0,A l'heure,154,58.75
J005551,2025-12-13,T038,G10,G02,14:06,14:06,0,A l'heure,89,28.62
J005552,2026-05-18,T017,G12,G06,10:06,10:06,0,A l'heure,399,26.2
J005553,2026-03-01,T013,G11,G15,06:18,06:31,13,Retarde,294,93.04
J005554,2026-08-08,T021,G13,G11,12:42,12:42,0,A l'heure,392,30.57
J005555,2025-10-15,T019,G10,G01,10:00,10:02,2,Retarde,431,44.33
J005556,2025-11-25,T031,G04,G02,21:36,21:36,0,A l'heure,158,18.73
J005557,2025-09-24,T029,G01,G12,10:24,10:24,0,A l'heure,145,17.8
J005558,2026-04-06,T012,G04,G10,21:24,21:24,0,A l'heure,342,60.38
J005559,2026-04-25,T022,G15,G13,22:45,23:04,19,Retarde,432,39.23
J005560,2025-11-16,T033,G15,G10,11:18,11:18,0,A l'heure,172,31.4
J005561,2025-12-08,T014,G07,G09,06:45,06:46,1,Retarde,314,65.64
J005562,2026-08-18,T014,G02,G11,13:45,13:45,0,A l'heure,387,69.42
J005563,2026-07-15,T035,G05,G04,17:42,17:45,3,Retarde,167,28.54
J005564,2025-09-30,T022,G09,G06,21:18,21:25,7,Retarde,453,37.42
J005565,2026-08-29,T006,G02,G05,09:54,09:55,1,Retarde,373,88.09
J005566,2026-08-29,T004,G07,G12,08:21,08:21,0,A l'heure,331,81.9
J005567,2025-12-09,T017,G13,G06,15:36,15:41,5,Retarde,390,23.53
J005568,2025-12-14,T022,G05,G08,18:30,18:33,3,Retarde,396,50.75
J005569,2025-11-25,T006,G05,G06,19:45,19:45,0,A l'heure,273,53.13
J005570,2025-12-28,T029,G13,G14,07:24,07:24,0,A l'heure,116,21.88
J005571,2026-06-06,T021,G14,G09,10:45,10:45,0,A l'heure,463,35.51
J005572,2026-01-21,T026,G07,G03,19:45,19:50,5,Retarde,206,58.31
J005573,2026-01-20,T039,G07,G13,18:45,18:45,0,A l'heure,138,26.85
